LANGUAGE1,SENTENCE1,LANGUAGE2,SENTENCE2,COSINE SIMILARITY
DE,"B. bei Picknicks, serviert, und können aus der Hand gegessen werden.",ES,"== Variantes ==
Existen versiones en miniatura de los scotch eggs disponibles también en los supermercados británicos bajo el nombre 'savoury egg bites', 'pícnic eggs', o similares.",0.61473846
DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,ES,suelen contener huevo duro picado en lugar de uno entero y el relleno es generalmente de mayonesa.,0.5459735
DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,ES,"En los Estados Unidos, existen algunos huevos similares denominados ""English-style"" y que son servidos como pub grub en algunos pubs.",0.50769407
DE,Schottische Eier (scotch eggs) sind eine Snack-Spezialität aus der britischen Küche.,ES,En algunas ocasiones se sirven calientes con salsas para mojar tales como la ranchera o mostaza.,0.4439016
DE,Schottische Eier (scotch eggs) sind eine Snack-Spezialität aus der britischen Küche.,ES,En la cocina de África Oriental algunos restaurantes de fast-food ofrecen scotch eggs en sus menús.,0.62821805
DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,ES,"En Nigeria, Tantalizers y Mr. Biggs ambos tienen este tipo de huevo entre su menú.",0.513067
DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,ES,En la cocina de África Oriental algunos restaurantes de fast-food ofrecen scotch eggs en sus menús.,0.48758227
DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,ES,"== Variantes ==
Existen versiones en miniatura de los scotch eggs disponibles también en los supermercados británicos bajo el nombre 'savoury egg bites', 'pícnic eggs', o similares.",0.6274048
DE,Schottische Eier (scotch eggs) sind eine Snack-Spezialität aus der britischen Küche.,ES,"En Nigeria, Tantalizers y Mr. Biggs ambos tienen este tipo de huevo entre su menú.",0.47709408
DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,ES,"El Huevo a la escocesa (en inglés: Scotch egg) consiste en un plato en el que se sirve frío un huevo duro al que se le ha quitado la cáscara y se le ha recubierto en una mezcla de salchichas picadas finamente, recubierto de pan rallado, y puesto a freír.",0.5193492
DE,"B. bei Picknicks, serviert, und können aus der Hand gegessen werden.",ES,suelen contener huevo duro picado en lugar de uno entero y el relleno es generalmente de mayonesa.,0.52639514
DE,Schottische Eier (scotch eggs) sind eine Snack-Spezialität aus der britischen Küche.,FR,"Le scotch egg (« œuf à l'écossaise ») est un plat britannique, composé d'un œuf dur au cœur d'une boule de garniture de chair à saucisse, panée et frite.",0.8258728
DE,"Sie bestehen aus hart gekochten Eiern;  diese werden mit Wurstbrät umhüllt, mit Brotkrumen paniert und anschließend frittiert.",FR,"On le mange, chaud ou froid, notamment au cours d'un pique-nique.",0.44246718
DE,"Das Resultat sind apfelgroße, orange-braune Kugeln.",FR,"== Historique ==
Il s'agirait d'une recette inventée à Londres par Fortnum & Mason, en 1738.",0.42605078
DE,"Schottische Eier sind üblicherweise in Supermärkten Großbritanniens im Kühlregal zu finden;  sie werden meist kalt, z.",FR,"Contrairement à la croyance populaire, ce plat n'est pas d'origine écossaise.",0.5910859
DE,"B. bei Picknicks, serviert, und können aus der Hand gegessen werden.",FR,Mais cette origine est discutée et plusieurs hypothèses sont avancées.,0.4594794
DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,FR,"== Consommation ==
En Grande-Bretagne, on le trouve facilement préemballé dans la grande distribution pour un coût modique.",0.5350693
DE,"B. bei Picknicks, serviert, und können aus der Hand gegessen werden.",FR,"Il est aussi souvent servi dans les pubs, ce qui a conduit à un débat dans le pays en 2020 dans le cadre des mesures de confinement liées à la crise du Covid.",0.5649978
DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,FR,Ces mesures conditionnent en effet la possibilité de servir des boissons alcoolisées en accompagnement de substantial meal (repas substantiel).,0.48152816
DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,FR,"Aux États-Unis, on le trouve plutôt chaud, et accompagné d'une sauce relevée, pour donner facilement un peu de couleur locale britannique à un pub.",0.46245933
DE,Schottische Eier (scotch eggs) sind eine Snack-Spezialität aus der britischen Küche.,FR,"On le trouve également en Afrique anglophone, mais il est à peu près inconnu en France.",0.3682568
DE,Schottische Eier (scotch eggs) sind eine Snack-Spezialität aus der britischen Küche.,FR,"Aux États-Unis, on le trouve plutôt chaud, et accompagné d'une sauce relevée, pour donner facilement un peu de couleur locale britannique à un pub.",0.51239675
DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,FR,"== Consommation ==
En Grande-Bretagne, on le trouve facilement préemballé dans la grande distribution pour un coût modique.",0.5350693
DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,FR,"Il est aussi souvent servi dans les pubs, ce qui a conduit à un débat dans le pays en 2020 dans le cadre des mesures de confinement liées à la crise du Covid.",0.46832782
DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,FR,"Contrairement à la croyance populaire, ce plat n'est pas d'origine écossaise.",0.4857282
DE,Schottische Eier (scotch eggs) sind eine Snack-Spezialität aus der britischen Küche.,FR,"Le scotch egg (« œuf à l'écossaise ») est un plat britannique, composé d'un œuf dur au cœur d'une boule de garniture de chair à saucisse, panée et frite.",0.8258728
DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,FR,"Contrairement à la croyance populaire, ce plat n'est pas d'origine écossaise.",0.4857282
DE,"B. bei Picknicks, serviert, und können aus der Hand gegessen werden.",FR,"Le scotch egg (« œuf à l'écossaise ») est un plat britannique, composé d'un œuf dur au cœur d'une boule de garniture de chair à saucisse, panée et frite.",0.5100233
EN,"A Scotch egg is a boiled egg wrapped in sausage meat, coated in breadcrumbs and baked or deep-fried.",ES,"El Huevo a la escocesa (en inglés: Scotch egg) consiste en un plato en el que se sirve frío un huevo duro al que se le ha quitado la cáscara y se le ha recubierto en una mezcla de salchichas picadas finamente, recubierto de pan rallado, y puesto a freír.",0.8050355
EN,"== Origin ==
Various origin stories exist.",ES,"El plato fue inventado en la tienda londinense Fortnum & Mason, en el año 1738.",0.41304994
EN,"The Oxford Companion to Food gives the first instance of the name as of 1809, in an edition of Maria Rundell's A New System of Domestic Cookery.",ES,[1]​ Contrario a la creencia popular no es un plato originario de Escocia.,0.53058743
EN,"They did not, at that time, have a breadcrumb layer, although by 1861 Isabella Beeton suggested this as an option.",ES,"Los huevos a la escocesa se suelen servir fríos, acompañando por regla general a una ensalada y relish.",0.53586745
EN,"According to the Oxford Companion to Food, food historian Annette Hope speculated in 1987 that the inspiration may have been Indian koftas such as the Mughlai dish called nargisi kofta (""Narcissus meatballs""), in which a boiled egg is encased in a seasoned ground-meat mixture and then fried.Other claims include the item having been invented at Fortnums.",ES,"== Características y emplatado ==
Los huevos a la escocesa suelen ser servidos como comida de pícnic, son ideales para ser comidos frescos.",0.5484301
EN,"According to Culinary Delights of Yorkshire, they originated in Whitby, Yorkshire, England, in the 19th century, and were originally covered in fish paste rather than sausage meat.",ES,"Sin embargo, en el Reino Unido pueden ser ser adquiridos en los supermercados, en envases pre-empacados de plástico.",0.5440071
EN,"They were supposedly named after William J. Scott & Sons, a well-known eatery which sold them.It has also been suggested that they were originally called ""scorch"" eggs, as they were cooked over an open flame, though according to surviving recipes they were deep-fried in lard.",ES,"== Variantes ==
Existen versiones en miniatura de los scotch eggs disponibles también en los supermercados británicos bajo el nombre 'savoury egg bites', 'pícnic eggs', o similares.",0.72100276
EN,"'Scotching' as a culinary process is also sometimes cited as the origin, though what 'scotching' was is open to interpretation, from the inclusion of anchovies to simply mincing meat.",ES,suelen contener huevo duro picado en lugar de uno entero y el relleno es generalmente de mayonesa.,0.57439816
EN,"Further confusion is added by the large trade in eggs from Scotland in the 19th century, which sometimes involved dipping eggs in a lime powder to preserve them, a process possibly also known as 'scotching'.",ES,"En los Estados Unidos, existen algunos huevos similares denominados ""English-style"" y que son servidos como pub grub en algunos pubs.",0.5780623
EN,"== Preparation and serving ==
Scotch eggs are prepared by hard- or soft-boiling an egg, wrapping it in sausage meat, and deep-frying it.",ES,En algunas ocasiones se sirven calientes con salsas para mojar tales como la ranchera o mostaza.,0.5177609
EN,"It is often eaten in pubs or as a cold snack at picnics.In the Netherlands and Belgium, Scotch eggs may also be called vogelnestje (""little bird's nest""), because they contain an egg.",ES,En la cocina de África Oriental algunos restaurantes de fast-food ofrecen scotch eggs en sus menús.,0.4943604
EN,One 1880s Scottish recipe also calls them birds' nests.,ES,"En Nigeria, Tantalizers y Mr. Biggs ambos tienen este tipo de huevo entre su menú.",0.60090494
EN,"== Regional variation ==
The Manchester egg consists of a pickled egg wrapped in a mixture of pork meat and Lancashire black pudding.Vegetarian versions have also been made.",ES,En la cocina de África Oriental algunos restaurantes de fast-food ofrecen scotch eggs en sus menús.,0.5224335
EN,"In 2022, Guinness World Records certified a 18.341 kilograms (40.43 lb) vegetarian scotch egg as the world's largest.",ES,"== Variantes ==
Existen versiones en miniatura de los scotch eggs disponibles también en los supermercados británicos bajo el nombre 'savoury egg bites', 'pícnic eggs', o similares.",0.48355684
EN,"It used an ostrich egg in the center, with a coating made of peas and cheddar cheese.",ES,"En Nigeria, Tantalizers y Mr. Biggs ambos tienen este tipo de huevo entre su menú.",0.5230144
EN,"The Harwood Arms, a Michelin-starred restaurant in London, started selling a vegetarian scotch egg that uses a plant-based meat alternative in 2020, and the next year, the supermarket chain Tesco started selling a vegan version.",ES,"El Huevo a la escocesa (en inglés: Scotch egg) consiste en un plato en el que se sirve frío un huevo duro al que se le ha quitado la cáscara y se le ha recubierto en una mezcla de salchichas picadas finamente, recubierto de pan rallado, y puesto a freír.",0.4529215
EN,"== Nutrition ==
A fatty food, a typical sausage-coated Scotch egg has about 200 mg dietary cholesterol per 100 grams.",ES,suelen contener huevo duro picado en lugar de uno entero y el relleno es generalmente de mayonesa.,0.59138364
EN,"A Scotch egg is a boiled egg wrapped in sausage meat, coated in breadcrumbs and baked or deep-fried.",FR,"Le scotch egg (« œuf à l'écossaise ») est un plat britannique, composé d'un œuf dur au cœur d'une boule de garniture de chair à saucisse, panée et frite.",0.823746
EN,"== Origin ==
Various origin stories exist.",FR,"On le mange, chaud ou froid, notamment au cours d'un pique-nique.",0.41390264
EN,"The Oxford Companion to Food gives the first instance of the name as of 1809, in an edition of Maria Rundell's A New System of Domestic Cookery.",FR,"== Historique ==
Il s'agirait d'une recette inventée à Londres par Fortnum & Mason, en 1738.",0.6601958
EN,"They did not, at that time, have a breadcrumb layer, although by 1861 Isabella Beeton suggested this as an option.",FR,"Contrairement à la croyance populaire, ce plat n'est pas d'origine écossaise.",0.5500754
EN,"According to the Oxford Companion to Food, food historian Annette Hope speculated in 1987 that the inspiration may have been Indian koftas such as the Mughlai dish called nargisi kofta (""Narcissus meatballs""), in which a boiled egg is encased in a seasoned ground-meat mixture and then fried.Other claims include the item having been invented at Fortnums.",FR,Mais cette origine est discutée et plusieurs hypothèses sont avancées.,0.4880725
EN,"According to Culinary Delights of Yorkshire, they originated in Whitby, Yorkshire, England, in the 19th century, and were originally covered in fish paste rather than sausage meat.",FR,"== Consommation ==
En Grande-Bretagne, on le trouve facilement préemballé dans la grande distribution pour un coût modique.",0.46624058
EN,"They were supposedly named after William J. Scott & Sons, a well-known eatery which sold them.It has also been suggested that they were originally called ""scorch"" eggs, as they were cooked over an open flame, though according to surviving recipes they were deep-fried in lard.",FR,"Il est aussi souvent servi dans les pubs, ce qui a conduit à un débat dans le pays en 2020 dans le cadre des mesures de confinement liées à la crise du Covid.",0.5760859
EN,"'Scotching' as a culinary process is also sometimes cited as the origin, though what 'scotching' was is open to interpretation, from the inclusion of anchovies to simply mincing meat.",FR,Ces mesures conditionnent en effet la possibilité de servir des boissons alcoolisées en accompagnement de substantial meal (repas substantiel).,0.6262919
EN,"Further confusion is added by the large trade in eggs from Scotland in the 19th century, which sometimes involved dipping eggs in a lime powder to preserve them, a process possibly also known as 'scotching'.",FR,"Aux États-Unis, on le trouve plutôt chaud, et accompagné d'une sauce relevée, pour donner facilement un peu de couleur locale britannique à un pub.",0.56174946
EN,"== Preparation and serving ==
Scotch eggs are prepared by hard- or soft-boiling an egg, wrapping it in sausage meat, and deep-frying it.",FR,"On le trouve également en Afrique anglophone, mais il est à peu près inconnu en France.",0.37299958
EN,"It is often eaten in pubs or as a cold snack at picnics.In the Netherlands and Belgium, Scotch eggs may also be called vogelnestje (""little bird's nest""), because they contain an egg.",FR,"Aux États-Unis, on le trouve plutôt chaud, et accompagné d'une sauce relevée, pour donner facilement un peu de couleur locale britannique à un pub.",0.61790395
EN,One 1880s Scottish recipe also calls them birds' nests.,FR,"== Consommation ==
En Grande-Bretagne, on le trouve facilement préemballé dans la grande distribution pour un coût modique.",0.5496329
EN,"== Regional variation ==
The Manchester egg consists of a pickled egg wrapped in a mixture of pork meat and Lancashire black pudding.Vegetarian versions have also been made.",FR,"Il est aussi souvent servi dans les pubs, ce qui a conduit à un débat dans le pays en 2020 dans le cadre des mesures de confinement liées à la crise du Covid.",0.54916507
EN,"In 2022, Guinness World Records certified a 18.341 kilograms (40.43 lb) vegetarian scotch egg as the world's largest.",FR,"Contrairement à la croyance populaire, ce plat n'est pas d'origine écossaise.",0.45328006
EN,"It used an ostrich egg in the center, with a coating made of peas and cheddar cheese.",FR,"Le scotch egg (« œuf à l'écossaise ») est un plat britannique, composé d'un œuf dur au cœur d'une boule de garniture de chair à saucisse, panée et frite.",0.5597344
EN,"The Harwood Arms, a Michelin-starred restaurant in London, started selling a vegetarian scotch egg that uses a plant-based meat alternative in 2020, and the next year, the supermarket chain Tesco started selling a vegan version.",FR,"Contrairement à la croyance populaire, ce plat n'est pas d'origine écossaise.",0.4252972
EN,"== Nutrition ==
A fatty food, a typical sausage-coated Scotch egg has about 200 mg dietary cholesterol per 100 grams.",FR,"Le scotch egg (« œuf à l'écossaise ») est un plat britannique, composé d'un œuf dur au cœur d'une boule de garniture de chair à saucisse, panée et frite.",0.5504279
ES,"El Huevo a la escocesa (en inglés: Scotch egg) consiste en un plato en el que se sirve frío un huevo duro al que se le ha quitado la cáscara y se le ha recubierto en una mezcla de salchichas picadas finamente, recubierto de pan rallado, y puesto a freír.",FR,"Le scotch egg (« œuf à l'écossaise ») est un plat britannique, composé d'un œuf dur au cœur d'une boule de garniture de chair à saucisse, panée et frite.",0.8659893
ES,"El plato fue inventado en la tienda londinense Fortnum & Mason, en el año 1738.",FR,"On le mange, chaud ou froid, notamment au cours d'un pique-nique.",0.50247777
ES,[1]​ Contrario a la creencia popular no es un plato originario de Escocia.,FR,"== Historique ==
Il s'agirait d'une recette inventée à Londres par Fortnum & Mason, en 1738.",0.60644364
ES,"Los huevos a la escocesa se suelen servir fríos, acompañando por regla general a una ensalada y relish.",FR,"Contrairement à la croyance populaire, ce plat n'est pas d'origine écossaise.",0.67997885
ES,"== Características y emplatado ==
Los huevos a la escocesa suelen ser servidos como comida de pícnic, son ideales para ser comidos frescos.",FR,Mais cette origine est discutée et plusieurs hypothèses sont avancées.,0.43968323
ES,"Sin embargo, en el Reino Unido pueden ser ser adquiridos en los supermercados, en envases pre-empacados de plástico.",FR,"== Consommation ==
En Grande-Bretagne, on le trouve facilement préemballé dans la grande distribution pour un coût modique.",0.726953
ES,"== Variantes ==
Existen versiones en miniatura de los scotch eggs disponibles también en los supermercados británicos bajo el nombre 'savoury egg bites', 'pícnic eggs', o similares.",FR,"Il est aussi souvent servi dans les pubs, ce qui a conduit à un débat dans le pays en 2020 dans le cadre des mesures de confinement liées à la crise du Covid.",0.55360246
ES,suelen contener huevo duro picado en lugar de uno entero y el relleno es generalmente de mayonesa.,FR,Ces mesures conditionnent en effet la possibilité de servir des boissons alcoolisées en accompagnement de substantial meal (repas substantiel).,0.571167
ES,"En los Estados Unidos, existen algunos huevos similares denominados ""English-style"" y que son servidos como pub grub en algunos pubs.",FR,"Aux États-Unis, on le trouve plutôt chaud, et accompagné d'une sauce relevée, pour donner facilement un peu de couleur locale britannique à un pub.",0.7553902
ES,En algunas ocasiones se sirven calientes con salsas para mojar tales como la ranchera o mostaza.,FR,"On le trouve également en Afrique anglophone, mais il est à peu près inconnu en France.",0.41153452
ES,En la cocina de África Oriental algunos restaurantes de fast-food ofrecen scotch eggs en sus menús.,FR,"Aux États-Unis, on le trouve plutôt chaud, et accompagné d'une sauce relevée, pour donner facilement un peu de couleur locale britannique à un pub.",0.51755863
ES,"En Nigeria, Tantalizers y Mr. Biggs ambos tienen este tipo de huevo entre su menú.",FR,"== Consommation ==
En Grande-Bretagne, on le trouve facilement préemballé dans la grande distribution pour un coût modique.",0.62429464
ES,En la cocina de África Oriental algunos restaurantes de fast-food ofrecen scotch eggs en sus menús.,FR,"Il est aussi souvent servi dans les pubs, ce qui a conduit à un débat dans le pays en 2020 dans le cadre des mesures de confinement liées à la crise du Covid.",0.42562342
ES,"== Variantes ==
Existen versiones en miniatura de los scotch eggs disponibles también en los supermercados británicos bajo el nombre 'savoury egg bites', 'pícnic eggs', o similares.",FR,"Contrairement à la croyance populaire, ce plat n'est pas d'origine écossaise.",0.58015335
ES,"En Nigeria, Tantalizers y Mr. Biggs ambos tienen este tipo de huevo entre su menú.",FR,"Le scotch egg (« œuf à l'écossaise ») est un plat britannique, composé d'un œuf dur au cœur d'une boule de garniture de chair à saucisse, panée et frite.",0.43419367
ES,"El Huevo a la escocesa (en inglés: Scotch egg) consiste en un plato en el que se sirve frío un huevo duro al que se le ha quitado la cáscara y se le ha recubierto en una mezcla de salchichas picadas finamente, recubierto de pan rallado, y puesto a freír.",FR,"Contrairement à la croyance populaire, ce plat n'est pas d'origine écossaise.",0.49875766
ES,suelen contener huevo duro picado en lugar de uno entero y el relleno es generalmente de mayonesa.,FR,"Le scotch egg (« œuf à l'écossaise ») est un plat britannique, composé d'un œuf dur au cœur d'une boule de garniture de chair à saucisse, panée et frite.",0.5957785
